31684.0,"Franklin/Oil City, PA"
31233.0,"Cheyenne, WY"
30216.0,"Athens, GA"
33127.0,"Lewiston, ID"
31401.0,"Ketchikan, AK"
31921.0,"Grand Junction, CO"
34704.0,"Salisbury, MD"
34256.0,"Petersburg, AK"
32223.0,"Ashland, WV"
33029.0,"Lincoln, NE"
34716.0,"Stockton, CA"
31537.0,"Elmira/Corning, NY"
34689.0,"Santa Barbara, CA"
30285.0,"Durango, CO"
32511.0,"Joplin, MO"
32519.0,"Jamestown, ND"
30279.0,"Amarillo, TX"
31337.0,"Duluth, MN"
30849.0,"Bozeman, MT"
32297.0,"Kingman, AZ"
34108.0,"Peoria, IL"
34738.0,"Sandpoint, AK"
34960.0,"Wichita Falls, TX"
34828.0,"Sitka, AK"
35841.0,"Wrangell, AK"
35051.0,"Silver City/Hurley, NM"
30141.0,"Aberdeen, SD"
31013.0,"Sault Ste. Marie, MI"
30476.0,"Shreveport, LA"
30255.0,"Huntsville, AL"
33044.0,"Louisville, KY"
33484.0,"Muscle Shoals, AL"
33105.0,"Cincinnati, OH"
33377.0,"Monroe, LA"
32177.0,"Hobbs, NM"
30739.0,"Brainerd, MN"
30928.0,"Wichita, KS"
32397.0,"Ithaca/Cortland, NY"
34905.0,"Santa Maria, CA"
34222.0,"Pago Pago, TT"
33038.0,"Laredo, TX"
30980.0,"Chattanooga, TN"
32448.0,"Jackson/Vicksburg, MS"
34819.0,"San Juan, PR"
34512.0,"Rockford, IL"
31980.0,"Grand Island, NE"
31699.0,"Florence, SC"
31823.0,"Fort Wayne, IN"
34273.0,"Port Heiden, AK"
33424.0,"Modesto, CA"
30620.0,"Billings, MT"
34745.0,"Sidney, MT"
31146.0,"Charleston/Dunbar, WV"
30146.0,"Albany, GA"
33495.0,"New Orleans, LA"
32016.0,"Guam, TT"
31879.0,"Glendive, MT"
30631.0,"Bemidji, MN"
32474.0,"Jefferson City/Columbia, MO"
30198.0,"Pittsburgh, PA"
31525.0,"Elko, NV"
35323.0,"Bristol/Johnson City/Kingsport, TN"
31441.0,"DuBois, PA"
30299.0,"Anchorage, AK"
30322.0,"Altoona, PA"
32365.0,"Williamsport, PA"
30615.0,"El Paso, TX"
34685.0,"Savannah, GA"
33195.0,"Tampa, FL (Metropolitan Area)"
30994.0,"Charleston, SC"
31027.0,"Clarksburg/Fairmont, WV"
30157.0,"Eureka/Arcata, CA"
33851.0,"Oklahoma City, OK"
32902.0,"Liberal, KS"
32337.0,"Indianapolis, IN"
33076.0,"La Crosse, WI"
31721.0,"Flint, MI"
35249.0,"Tallahassee, FL"
31637.0,"Fargo, ND"
32412.0,"Ironwood, MI"
31547.0,"Ely, NV"
35843.0,"Worland, WY"
31953.0,"Gainesville, FL"
33360.0,"Melbourne, FL"
34057.0,"Portland, OR"
33244.0,"Memphis, TN"
32547.0,"Rochester, MN"
31041.0,"Carlsbad, CA"
32156.0,"Helena, MT"
33155.0,"Macon, GA"
34992.0,"Christiansted, VI"
32898.0,"Latrobe, PA"
31003.0,"Cedar Rapids/Iowa City, IA"
34614.0,"Salt Lake City, UT"
33139.0,"Lynchburg, VA"
34919.0,"St. Paul Island, AK"
30257.0,"Albany, NY"
34082.0,"Punta Gorda, FL"
31517.0,"Fairbanks, AK"
31085.0,"Carlsbad, NM"
32265.0,"Niagara Falls, NY"
30852.0,"Washington, DC (Metropolitan Area)"
30781.0,"Baton Rouge, LA"
30562.0,"Mobile, AL"
34955.0,"Saipan, TT"
35601.0,"Visalia, CA"
31577.0,"Erie, PA"
30967.0,"Cape Girardeau, MO"
32343.0,"International Falls, MN"
34252.0,"Pasco/Kennewick/Richland, WA"
30414.0,"Augusta/Waterville, ME"
30713.0,"Boise, ID"
32070.0,"Harrisburg, PA"
31995.0,"Greensboro/High Point, NC"
32134.0,"Honolulu, HI"
31834.0,"Fayetteville, AR"
30423.0,"Austin, TX"
34237.0,"Prescott, AZ"
34812.0,"Sheridan, WY"
30685.0,"Bloomington/Normal, IL"
31714.0,"Fort Myers, FL"
30779.0,"Butte, MT"
31336.0,"Dillingham, AK"
31711.0,"Farmington, NM"
34236.0,"Paso Robles/San Luis Obispo, CA"
32758.0,"Kona, HI"
30913.0,"Cordova, AK"
31865.0,"Gillette, WY"
34699.0,"Steamboat Springs, CO"
34653.0,"Tulsa, OK"
34648.0,"Rutland, VT"
31136.0,"Jacksonville, FL"
33342.0,"Milwaukee, WI"
30627.0,"Bismarck/Mandan, ND"
31454.0,"Orlando, FL"
31982.0,"Killeen, TX"
33264.0,"Medford, OR"
35048.0,"Sioux City, IA"
30333.0,"Alpena, MI"
34534.0,"Riverton/Lander, WY"
33570.0,"San Diego, CA"
31150.0,"Columbus, GA"
30165.0,"Adak Island, AK"
34842.0,"San Angelo, TX"
30466.0,"Phoenix, AZ"
34945.0,"Charlotte Amalie, VI"
30647.0,"Cleveland, OH (Metropolitan Area)"
33347.0,"Hoolehua, HI"
30189.0,"Colorado Springs, CO"
34922.0,"Salinas/Monterey, CA"
35389.0,"Twin Falls, ID"
30155.0,"Waco, TX"
33184.0,"Saginaw/Bay City/Midland, MI"
30977.0,"Chicago, IL"
30107.0,"Barrow, AK"
34576.0,"Rochester, NY"
31092.0,"Moab, UT"
36133.0,"Youngstown/Warren, OH"
31587.0,"Escanaba, MI"
31856.0,"Great Bend, KS"
32492.0,"Lahaina, HI"
32211.0,"Las Vegas, NV"
31057.0,"Charlotte, NC"
30581.0,"Bangor, ME"
32363.0,"El Centro, CA"
31986.0,"Grand Rapids, MI"
30436.0,"Tucson, AZ"
31908.0,"Glasgow, MT"
34489.0,"Bend/Redmond, OR"
35579.0,"Valdez, AK"
34570.0,"Reno, NV"
33873.0,"Nome, AK"
30275.0,"Walla Walla, WA"
30792.0,"Buffalo, NY"
31555.0,"Kenai, AK"
32575.0,"Los Angeles, CA (Metropolitan Area)"
30693.0,"Nashville, TN"
31308.0,"Dothan, AL"
32244.0,"New Haven, CT"
33541.0,"Martha's Vineyard, MA"
34303.0,"Pullman, WA"
30372.0,"Aspen, CO"
30408.0,"Appleton, WI"
30154.0,"Nantucket, MA"
32129.0,"Hibbing, MN"
31641.0,"Fayetteville, NC"
30409.0,"Watertown, SD"
31205.0,"Lake Charles, LA"
33344.0,"Muskegon, MI"
31470.0,"Wenatchee, WA"
30559.0,"Seattle, WA"
34539.0,"Rockland, ME"
32899.0,"North Platte, NE"
35177.0,"Telluride, CO"
31122.0,"Casper, WY"
30073.0,"Deadhorse, AK"
30529.0,"Hartford, CT"
32600.0,"Little Rock, AR"
31067.0,"Champaign/Urbana, IL"
33194.0,"Merced, CA"
30731.0,"Brunswick, GA"
34574.0,"Roanoke, VA"
31468.0,"Kearney, NE"
30070.0,"Kodiak, AK"
30194.0,"Dallas/Fort Worth, TX"
32280.0,"Idaho Falls, ID"
30990.0,"Charlottesville, VA"
30558.0,"Scottsbluff, NE"
34952.0,"Springfield, IL"
34457.0,"Rapid City, SD"
33200.0,"McCook, NE"
33486.0,"Missoula, MT"
31140.0,"Corpus Christi, TX"
30654.0,"Beckley, WV"
31612.0,"Evansville, IN"
33282.0,"Morgantown, WV"
31905.0,"Longview, TX"
33032.0,"Lancaster, PA"
32951.0,"Lafayette, LA"
34092.0,"Greenville, NC"
31695.0,"Flagstaff, AZ"
34100.0,"Philadelphia, PA"
31504.0,"Valparaiso, FL"
35582.0,"Vernal, UT"
31481.0,"Panama City, FL"
32945.0,"Lexington, KY"
30272.0,"Alamosa, CO"
34120.0,"Pierre, SD"
33983.0,"Owensboro, KY"
34520.0,"Rhinelander, WI"
34875.0,"Saranac Lake/Lake Placid, NY"
31335.0,"Del Rio, TX"
34288.0,"Pueblo, CO"
33256.0,"Mission/McAllen/Edinburg, TX"
32245.0,"Havre, MT"
34696.0,"South Bend, IN"
33830.0,"Kahului, HI"
35401.0,"Texarkana, AR"
33543.0,"Marion/Herrin, IL"
31002.0,"Chico, CA"
31447.0,"Devils Lake, ND"
34588.0,"Roswell, NM"
34231.0,"Presque Isle/Houlton, ME"
30245.0,"King Salmon, AK"
34543.0,"Rock Springs, WY"
31719.0,"Fort Collins/Loveland, CO"
33121.0,"Lewisburg, WV"
31725.0,"Fort Dodge, IA"
32441.0,"Jackson, WY"
34113.0,"Pocatello, ID"
32323.0,"Wilmington, NC"
30918.0,"Cedar City, UT"
32206.0,"Harlingen/San Benito, TX"
33795.0,"Jacksonville/Camp Lejeune, NC"
32250.0,"Hyannis, MA"
33862.0,"Wolf Point, MT"
31703.0,"New York City, NY (Metropolitan Area)"
31283.0,"Dodge City, KS"
31775.0,"Sioux Falls, SD"
31895.0,"Great Falls, MT"
33388.0,"Mammoth Lakes, CA"
31123.0,"St. Louis, MO"
31617.0,"New Bern/Morehead/Beaufort, NC"
31471.0,"Eau Claire, WI"
33290.0,"Manhattan/Ft. Riley, KS"
31274.0,"Dubuque, IA"
31931.0,"Greenville, MS"
35411.0,"Tyler, TX"
30721.0,"Boston, MA (Metropolitan Area)"
33367.0,"Quad Cities, IL (Metropolitan Area)"
31898.0,"Grand Forks, ND"
34986.0,"Sarasota/Bradenton, FL"
33792.0,"Redding, CA"
33241.0,"Meridian, MS"
30930.0,"Crescent City, CA"
34314.0,"Provo, UT"
30590.0,"Bullhead City, AZ"
32012.0,"Gunnison, CO"
35374.0,"Tupelo, MS"
30868.0,"Columbia, SC"
36101.0,"Yakima, WA"
30599.0,"Birmingham, AL"
30140.0,"Albuquerque, NM"
30925.0,"Chadron, NE"
31871.0,"Greenville/Spartanburg, SC"
30113.0,"Bethel, AK"
32402.0,"Hilo, HI"
32185.0,"Huron, SD"
33490.0,"Massena, NY"
31977.0,"Green Bay, WI"
33192.0,"Sacramento, CA"
34492.0,"Raleigh/Durham, NC"
35991.0,"Yakutat, AK"
31973.0,"Gulfport/Biloxi, MS"
30136.0,"Abilene, TX"
31445.0,"Unalaska, AK"
33214.0,"San Antonio, TX"
32891.0,"Lawton/Fort Sill, OK"
34674.0,"Santa Fe, NM"
35550.0,"Valdosta, GA"
33485.0,"Madison, WI"
30747.0,"Brownsville, TX"
30009.0,"Homer, AK"
34306.0,"Provincetown, MA"
35165.0,"Toledo, OH"
34006.0,"Paducah, KY"
31049.0,"College Station/Bryan, TX"
32457.0,"San Francisco, CA (Metropolitan Area)"
31197.0,"Clovis, NM"
34321.0,"Portland, ME"
33211.0,"Mason City, IA"
33034.0,"Lanai, HI"
34025.0,"Plattsburgh, NY"
34081.0,"Page, AZ"
30424.0,"Wausau/Mosinee/Stevens Point, WI"
33667.0,"Norfolk, VA (Metropolitan Area)"
33024.0,"Klamath Falls, OR"
30221.0,"Alliance, NE"
32467.0,"Miami, FL (Metropolitan Area)"
30666.0,"Bellingham, WA"
34027.0,"West Palm Beach/Palm Beach, FL"
34109.0,"Hattiesburg/Laurel, MS"
34761.0,"Sanford, FL"
31650.0,"Minneapolis/St. Paul, MN"
30185.0,"Alexandria, LA"
31603.0,"Eugene, OR"
32982.0,"Lihue, HI"
35412.0,"Knoxville, TN"
32888.0,"Laramie, WY"
30643.0,"Branson, MO"
33785.0,"Yuma, AZ"
30561.0,"Bakersfield, CA"
32375.0,"Kirksville, MO"
31648.0,"Kalispell, MT"
30266.0,"Alamogordo, NM"
30577.0,"Binghamton, NY"
32932.0,"Lebanon-Hanover, NH"
33502.0,"Montrose/Delta, CO"
35096.0,"Syracuse, NY"
33176.0,"Mayaguez, PR"
31315.0,"Dickinson, ND"
34433.0,"Santa Rosa, CA"
33158.0,"Midland/Odessa, TX"
33970.0,"Kotzebue, AK"
31503.0,"Eagle, CO"
30785.0,"Burlington, VT"
31638.0,"Fresno, CA"
33964.0,"North Bend/Coos Bay, OR"
30325.0,"Denver, CO"
30434.0,"Scranton/Wilkes-Barre, PA"
34802.0,"Staunton, VA"
30361.0,"Watertown, NY"
33459.0,"Marquette, MI"
35626.0,"Vieques, PR"
32559.0,"Johnstown, PA"
30950.0,"Cortez, CO"
31135.0,"Myrtle Beach, SC"
30397.0,"Atlanta, GA (Metropolitan Area)"
34794.0,"St. George, UT"
30208.0,"Augusta, GA"
31423.0,"Des Moines, IA"
35041.0,"Sun Valley/Hailey/Ketchum, ID"
31252.0,"Daytona Beach, FL"
31267.0,"Dayton, OH"
33316.0,"Omaha, NE"
31778.0,"Fort Smith, AR"
31453.0,"Houston, TX"
34783.0,"Springfield, MO"
33832.0,"Ogdensburg, NY"
34524.0,"Richmond, VA"
35380.0,"Traverse City, MI"
32389.0,"Williston, ND"
33728.0,"Pensacola, FL"
32119.0,"Hagerstown, MD"
34943.0,"Show Low, AZ"
34150.0,"Pellston, MI"
30431.0,"Asheville, NC"
32523.0,"Juneau, AK"
32436.0,"Inyokern, CA"
31076.0,"Hancock/Houghton, MI"
30732.0,"Aguadilla, PR"
34711.0,"Philipsburg/State College, PA"
31884.0,"Spokane, WA"
32896.0,"Lubbock, TX"
35569.0,"Victoria, TX"
32124.0,"Hilton Head, SC"
34262.0,"Palm Springs, CA"
30557.0,"Bradford, PA"
30135.0,"Allentown/Bethlehem/Easton, PA"
32335.0,"Iron Mountain/Kingsfd, MI"
30268.0,"Waterloo, IA"
33304.0,"Minot, ND"
35138.0,"Fort Leonard Wood, MO"
30158.0,"Atlantic City, NJ"
33277.0,"Montgomery, AL"
34254.0,"Ponce, PR"
30728.0,"Beaumont/Port Arthur, TX"
34131.0,"Parkersburg, WV"
35454.0,"Quincy, IL"
30469.0,"Kalamazoo, MI"
33198.0,"Kansas City, MO"
32884.0,"Lansing, MI"
31097.0,"Cody, WY"
31624.0,"Key West, FL"
33375.0,"Miles City, MT"
31066.0,"Columbus, OH"
31867.0,"Garden City, KS"
32494.0,"Jamestown, NY"
30589.0,"Bar Harbor, ME"
31295.0,"Detroit, MI"
33182.0,"Manistee/Ludington, MI"
30894.0,"Columbus, MS"
35381.0,"Thief River Falls, MN"
32255.0,"Hays, KS"
